NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
Autogara Alba Iulia,Alba Iulia,Public Transport,"Municipiul Alba Iulia fiind o zona cu obietive turistice duce implicit la cresterea numarului calatorilor si a turistilor care solicita serviciile diferitelor autogari din Alba Iulia. Datorita zonei istorice a orasului, autogarile din Alba Iulia au un flux continuu de persoane.  Diferite autogari din Alba Iulia desfasoara zilnic curse cu plecare spre regiuni nationale si internationale. Autogarile din Alba Iulia incearca sa ofere calatorilor conditii de transport public pe masura asteptarilor lor. Mersul autobuzelor si autocarelor se desfasoara conform orarului stabilit. Rezervarea biletelor se poate face telefonic la diferite autogari din Alba Iulia sau direct de la autogara respectiva. Informatii Autogari Alba Iulia Autogara Autotrans Adresa: Str. Iasilor, Nr. 94 Telefon: 0258/812967 Fax: 0258/812967",Alba,46.05799,23.57612,0
LIDL Alba Iulia,Sibiu,Food & Drink,"cauta produse precum bere, tv, mobila, scutece",Alba,45.7928,24.13049,0
La Dolce Vita Alba-Iulia,Strada Bucovinei 4 510097 Alba Iulia,Restaurant,"Preparatele buc?t?riei Restaurantului La Dolce Vita sunt bogate prin diversitatea felurilor de m�ncare ?i re?ete tradi?ionale vechi, f?cute din lucruri simple, dar gustoase ?i consistente. Renumele buc?t?riei Restaurantului La Dolce Vita este dat de varietatea pastelor f?cute �n cas?: tagliatele, tortelini, ravioli, farfale, strozzapreti, toate diferite, realizate cu ingrediente simple, f?in? de gr�u, ou? proaspete, lucrate, t?iate ?i modelate manual. De asemenea, exist? nenum?rate re?ete de carne de porc, pui, m�nzat, iepure, pe?te, fructe de mare, preg?tite �n diferite variante, dar mereu respect�nd valoarea simplit??ii ?i autenticit??ii, pentru a spori gustul ?i aroma acestora, a?adar? Bine a?i venit La Dolce Vita.",Alba,46.07172,23.57844,0
The city of Alba Iulia.,"Alba, Romania",Attraction,"The gentle climate and the richness of the soil made the area around Alba Iulia inhabitable since ancient times and established Alba as a leading wine growing region since 1st century AD. Northwest of Alba Iulia are the Apuseni Mountains and in the east the Transylvanian Plateau with its rolling hills and deep, wide valleys. Alba IuliaOne of the oldest settlements in Romania, known in ancient time as Apulum, Alba Iulia served as the largest military and economic center during the Roman occupation. Temples, mosaics, thermae and statues, amphitheaters, the governor's palace ""Daciarum Trium"" ? all rendered the original Dacian Apulul as the miniature copy of the mother Rome. An Episcopal citadel and an important political, military and cultural center, Alba Iulia reached its peak between 1542-1690, serving as the capital of the independent Principality of Transylvania and the residence of the Transylvanian princes. In 1599, Mihai Viteazul (Michael the Brave) achieved here for a brief period of time the union of the three main provinces of Romania: Walachia, Transylvania, and Moldavia. The town later became an important printing centre. Nowadays the local universities continue the tradition of the old academic schools. The peasant revolt led by Horea, Closca and Crisan, executed on February 28, 1785 on the Pitchfork Hill (Dealul Furcii) turned the city into a symbol of the fight for justice and freedom. It was here that on December 1st 1918 the province of Transylvania announced its unification with Romania. In 1922 Prince Ferdinand was crowned King of Romania in an act which mirrored the union achieved more than four centuries earlier by Mihai Viteazul.",Alba,46.04378554,23.61340115,0
The Apuseni Mountains.,"Alba, Romania",Attraction,"The Apuseni Mountains (Romanian: Mun?ii Apuseni, Hungarian: Erd�lyi-k�z�phegys�g) is a mountain range in Transylvania, Romania, which belongs to the Western Romanian Carpathians, also called Occidentali in Romanian. Their name translates from Romanian as Mountains of the sunset i.e. western. The highest peak is Cucurb?ta Mare (Hungarian: Nagy-Bihar) at 1849 metres, also called Bihor Peak. The Apuseni Mountains have about 400 caves.",Alba,0,0,0
Sc?ri?oara Karst Complex.,"Alba, Romania",Attraction,"Alba County (Romanian pronunciation:�[?alba]) is a county (jude?) of Romania, in Transylvania, its capital city being Alba-Iulia with a population of 63,536.[1]",Alba,0,0,0
Maidens' Fair on the G?ina Mountain.,"Alba, Romania",Attraction,"?ara Mo?ilor (German: Motzenland), also known as ?ara de Piatr? (The Stone Land) is an ethnogeographical region of Romania in the Apuseni Mountains, on the upper basin of the Arie? and Cri?ul Alb River rivers. It covers parts of the Alba, Arad, Bihor, Cluj and Hunedoara counties of Romania and a section of it forms the Apuseni Natural Park.",Alba,0,0,0
The Hill With Snails west of Vidra.,"Alba, Romania",Attraction,"Alba County (Romanian pronunciation:�[?alba]) is a county (jude?) of Romania, in Transylvania, its capital city being Alba-Iulia with a population of 63,536.[1]",Alba,0,0,0
Barren Detunata and Shaggy Detunata (Detunatele),"Alba, Romania",Attraction,"Detunatele is a site of columnar jointing in Transylvania, Alba County, Romania. Detunatele means lightning strike. The columns are hexagonal shaped basalt and 1,258 meters tall on two peaks: Detunata Goala and Detunata Flocoasa (Barren Detunata and Shaggy Detunata). They are located in the Metaliferi Mountains and are a tourist attraction. They are 1.5�km apart. They formations are shaped like humps and there are stories and legends associated with them.[1]",Alba,0,0,0
The C�lnic Castle and the Castle of G�rbova.,"Alba, Romania",Attraction,"Alba County (Romanian pronunciation:�[?alba]) is a county (jude?) of Romania, in Transylvania, its capital city being Alba-Iulia with a population of 63,536.[1]",Alba,0,0,0
The Towns and Churches of Sebe? and Aiud.,"Alba, Romania",Attraction,"Alba County (Romanian pronunciation:�[?alba]) is a county (jude?) of Romania, in Transylvania, its capital city being Alba-Iulia with a population of 63,536.[1]",Alba,0,0,0
Ocna Mure?,Alba,"City, Town or Village","Ocna Mure? (Romanian pronunciation:�[?okna ?mure?]; Latin: Salinae, Hungarian: Maros�jv�r, German: Miereschhall) is a town in Alba County, Romania, located in the north-eastern corner of the county, near the Mure? River, with a population of 15,503 inhabitants as of 2002. The town is situated next to a large deposit of salt, mined in the past until the ceiling of the mines collapsed from water infiltration in 1978. Ocna Mure? has a chlorosodic products plant,a salt extraction plant and a spa which uses the salty water from the former mines.",Alba,46.39008,23.85822,0
Prim?ria Ocna Mure?,Strada Nicolae Iorga 515700 Ocna Mure?,Government or Community Facility,"According to the census from 2011 there was a total population of 12,337 people living in this town. Of this population, 83.46% are ethnic Romanians, 9.31% are ethnic Hungarians and 7% ethnic Romani.[1]",Alba,46.38242,23.85951,0
Strada Ocna Mure?,012942 Bucharest,Street or Square,N/A,Alba,44.49315,26.03045,0
Flor?ria Gaspol Ocna Mure?,Strada Nicolae Iorga 515700 Ocna Mure?,Recreation,"Respectul pentru ceea ce facem, discre?ia ?i profesionalismul cu care abord?m fiecare situa?ie �n parte, ne recomand?. Apela?i-ne cu �ncredere.",Alba,46.38204,23.85904,0
Tamplarie Pvc Optimedia Ocna Mures,Strada Nicolae Iorga 515700 Ocna Mure?,DIY/garden centre,"T�mpl?rie pvc, aluminiu profile de top. u?i de interior, metalice de garaj. Duration varies ? 50-10.000 accesorii pvc, feronerie, broa?te, jaluzele verticale, rulouri textile, calitate. livrare ?i montaj... ",Alba,46.3809,23.85723,0
The Ocna Mure? Resort.,"Alba, Romania",Attraction,"The page Ocna mure? resort does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.",Alba,46.005718,24.29289,0
"The ?ara Mo?ilor ethnographical area. Situated in the Apuseni Mountains, ?ara Mo?ilor is a region with strong Romanian traditions.","Alba, Romania",Attraction,"Alba County (Romanian pronunciation:�[?alba]) is a county (jude?) of Romania, in Transylvania, its capital city being Alba-Iulia with a population of 63,536.[1]",Alba,0,0,0
"Rosia Montana Mining Cultural Landscape - Mining began 2000 years ago on Mt. Kirnik, with well-preserved Roman galleries. A Canadian company attempted an open-pit mine, but abandoned the project around 2007. Ro?ia Montan? is a famous locality among mineral collectors for fine native gold specimens.[4][5]","Alba, Romania",Attraction,"Alba County (Romanian pronunciation:�[?alba]) is a county (jude?) of Romania, in Transylvania, its capital city being Alba-Iulia with a population of 63,536.[1]",Alba,0,0,0
Profi City Arad Padis,Strada Lucian Blaga 2 Arad,Shop,"Str. Steagului, Nr. 62A, jud. Arad",Arad,46.17216,21.31549,0
The city of Arad,"Arad, Romania",Attraction,"Arad (Romanian pronunciation:�[a?rad] (listen); Hungarian: Arad; Serbian: ????/Arad) is the capital city of Arad County, historically situated in the region of Cri?ana, and having extended into the neighboring Banat region in the 20th century.[2] Arad is the third largest city in Western Romania, behind Timi?oara and Oradea, and the 12th largest in Romania, with a population of 159,704.",Arad,46.17216,21.31549,0
The Mure? Natural Floodplain Park,"Arad, Romania",Attraction,"The Mure? Floodplain Natural Park, set aside by the Romanian government in 2005, is located in western Romania outside the city of Arad. The park covers 17,455 ha and follows the Mure? River westward from the city of Arad to the Hungarian border. The park is a typical ecosystem for wetlands, with running waters, lakes, swamps and floodplains, with forests, an important place for the passage and nesting of bird species and is subjected to periodical floods (a flood every three years). The forests (7,500 ha) in the park are made up primarily of common oak, narrow-leafed ash, black and white poplar, white willow, and American black walnut. This area is an important place for nesting and passage for nearly 200 species of birds, most of which are strictly protected internationally.",Arad,0,0,0
Bezdin Monastery,"Arad, Romania",Attraction,"The page Bezdin monastery does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.",Arad,0,0,0
Hodo?-Bodrog Monastery (est. 1177),"Arad, Romania",Attraction,"Arad County (Romanian pronunciation:�[a?rad] (listen)) is an administrative division (jude?) of Romania roughly translated into county in the western part of the country on the border with Hungary, mostly in the region of Cri?ana and few villages in Banat. The administrative center of the county lies in the city of Arad. The Arad County is part of the Danube?Cri??Mure??Tisa Euroregion.",Arad,0,0,0
Lipova resort and city,"Arad, Romania",Attraction,"The page Lipova resort and city does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.",Arad,0,0,0
"?oimo?, Dezna, ?iria stone citadels","Arad, Romania",Attraction,"Arad County (Romanian pronunciation:�[a?rad] (listen)) is an administrative division (jude?) of Romania roughly translated into county in the western part of the country on the border with Hungary, mostly in the region of Cri?ana and few villages in Banat. The administrative center of the county lies in the city of Arad. The Arad County is part of the Danube?Cri??Mure??Tisa Euroregion.",Arad,0,0,0
Montana Resort,Strada Principal? 427007 Bistri?a B�rg?ului,Hotel,"Pensiunea Montana Resort va ofera cazare �n Colibi?a (la 40 km de Bistri?a), �ntr-o zon? montan? deosebit?, �n mijlocul peisajului spectaculos oferit de Mun?ii C?limani si Lacul de Acumulare Colibita.  Colibi?a (jud. Bistri?a-N?s?ud) este o sta?iune climateric? situat? la 900 m altitudine, binecunoscut? pentru aerul puternic ionizat.  Vila se afl? la 5 minute de Lacul Colibi?a, pe un teren de 5000 mp, cu parcare proprie si terasa- restaurant.In aceeasi curte se afla Centrul Spa Montana, cu piscina interioara incalzita, diferite saune, jacuzzi.  Vila dispune de doua sali de luat masa pentru 22 de persoane fiecare, TV, videoproiectar, ecran de 200x220, WiFi, 17 dormitoare pentru 43 de persoane,cu baie proprie; central? termic? proprie. Finisajele includ gresie, faian??, lemn ?i piatr?. Masa se poate servi a la carte in restaurantul nostru. Vila este racordat? la re?eaua de ap?, de canalizare, electric?. Zona ofer? vaste posibilit??i de destindere pentru iubitorii muntelui, �n orice anotimp: excursii, drume?ii (T?ul Z�nelor, izvorul de ap? mineral? Borcut, trasee montane - traseu marcat de 3,5 ore p�na �n Vf. Bistricioru, Castel Dracula l�ng? Pasul Tihu?a - 1100 m alt), ciclism montan, caiac, alpinism, pescuit (p?str?v, clean, caras - �n lacul Colibi?a), plimb?ri cu sania etc. ",Arad,47.17653,24.90279,0
Moneasa resort,"Arad, Romania",Attraction,"Moneasa (Hungarian: Menyh�za) is a commune in Arad County, Romania, is situated at the foot of Codru-Moma Mountains. Its administrative surface stretches over 6824 hectares and it is composed of two villages, Moneasa (situated at 102�km from Arad) and R?nu?a (Kisr�na).",Arad,47.17653,24.90279,0
"The areas around S?v�r?in, Petri?, Macea and Pecica.","Arad, Romania",Attraction,"Arad County (Romanian pronunciation:�[a?rad] (listen)) is an administrative division (jude?) of Romania roughly translated into county in the western part of the country on the border with Hungary, mostly in the region of Cri?ana and few villages in Banat. The administrative center of the county lies in the city of Arad. The Arad County is part of the Danube?Cri??Mure??Tisa Euroregion.",Arad,0,0,0
Jupiter City,117140 Bradu,Shopping Centre,"Jupiter City Shopping Center ? cel mai mare mall din Pitesti si judetul Arges, locul in care fiecare vizita se transforma intr-o experienta completa, o destinatie ideala pentru shopping!",Arge?,44.81902,24.94081,0
Cinema City Pitesti,Pite?ti,Cinema,N/A,Arge?,44.8668,24.88346,0
Cinema City Romania,Pite?ti,Cinema,N/A,Arge?,44.86641,24.88391,0
City Pharma,Aleea Spitalului Pite?ti,Chemist's,N/A,Arge?,44.87184,24.84664,0
Oficiul de Cadastru ?i Publicitate Imobiliar? Arge?,Pite?ti,Government or Community Facility,"Din data de 23 februarie 2009, la nivelul O.C.P.I. Arge? s-a implementat sistemul integrat de Cadastru ?i Publicitate Imobiliar? e-Terra",Arge?,44.85444,24.87864,0
Vivo!,Pite?ti,Shopping Centre,N/A,Arge?,44.866391,24.883932,0
City Red Bistro,Strada Victoriei 28 110017 Pite?ti,Restaurant,N/A,Arge?,44.85903,24.86895,0
McDonald's Pitesti,Strada Victoriei 12 110017 Pite?ti,Snacks/Fast food,N/A,Arge?,44.85694,24.87332,0
Gara Pite?ti,Bulevardul Republicii Pite?ti,Railway Station,"Gara a fost inaugurat? pe 13 septembrie 1872, �n acela?i timp cu darea �n folosin?? a liniei de cale ferat? Pite?ti-Chitila-Bucure?ti. Aceast? cl?dire este ultimul supravie?uitor al seriei de cl?diri construite �n 1872 de consor?iul prusac al antreprenorului Bethel Henry Strousberg pentru c?ile ferate rom�ne. Gara veche a fost demolat? iar �n locul acesteia s-a construit o gar? modern?. Noua gar? finalizat? �n anul 2016 este o cladire par?ial suspendat?, �ntinz�ndu-se peste liniile de cale ferat?, astfel �ncat peroanele se afl? sub cl?dire, iar trenurile opresc sub aceasta. Aceasta are peste 1.000 de metri p?tra?i ?i dou? etaje. Gara are ?i un minimall �n sala de a?teptare, cu multe magazine, sc?ri rulante ?i lifturi cu o capacitate de 15 persoane care �i duc pe c?l?tori pe peroane. �n apropiere vor fi amenajate spa?ii de parcare. Cl?direa include, la nivelul etajului �ntai, un pasaj care face leg?tura �ntre cartierul Tudor Vladimirescu ?i gar?.",Arge?,44.84707,24.88735,0
Vama Pite?ti,Bulevardul Petrochimi?tilor Pite?ti,Government or Community Facility,N/A,Arge?,44.82683,24.91352,0
smart Academy Of Languages,Bulevardul Republicii 110062 Pite?ti,Educational Facility,N/A,Arge?,44.86228,24.8652,0
"International Relations, University of Pitesti",Strada T�rgul din Vale 110040 Pite?ti,Educational Facility,N/A,Arge?,44.854275,24.881357,0
Autogara Astra Pite?ti,Strada T�rgul din Vale Pite?ti,Public Transport,N/A,Arge?,44.85217,24.88474,0
The city of Pite?ti,"Arge?, Romania",Attraction,"Pite?ti (Romanian pronunciation:�[pi?te?t?]) is a city in Romania, located on the Arge? River. The capital and largest city of Arge? County, it is an important commercial and industrial center, as well as the home of two universities. Pite?ti is situated in the historical region of Muntenia. It lies on the A1 freeway connecting the city directly to the national capital Bucharest, being an important railway junction, with a classification yard in nearby B?lile?ti. The city houses the Arpechim oil refinery, and is a marketing center for the automotive industry, in particular Automobile Dacia.",Arge?,44.85411508,24.88398685,0
"The city of Curtea de Arge?, where one of the most well known monasteries in Romania is located","Arge?, Romania",Attraction,"Curtea de Arge? (Romanian pronunciation:�[?kurte?a de ?ard??e?] (listen)) is a city in Romania on the left bank of the Arge? River, where it flows through a valley of the lower Carpathians (the F?g?ra? Mountains), on the railway from Pite?ti to the Turnu Ro?u Pass. It is part of Arge? County. The city also administers one village, Noapte?.",Arge?,0,0,0
The C�mpulung ? Ruc?r area,"Arge?, Romania",Attraction,"Ruc?r is a commune in the north-eastern part of Arge? County, Romania. At the 2002 census, the population of the commune was 6,207. It is composed of two villages, Ruc?r and S?tic. Located on the Bran-Ruc?r pass, it is popular with tourists from Bran Castle.",Arge?,0,0,0
The F?g?ra? Mountains ? the Transf?g?r??an,"Arge?, Romania",Attraction,"The page F?g?ra? mountains ? transf?g?r??an does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.",Arge?,0,0,0
The Leaota Mountains,"Arge?, Romania",Attraction,"The Leaota Mountains are located in central Romania, north of the city T�rgovi?te. They are part of the Southern Carpathians group of the Carpathian Mountains, and have as neighbours the Bucegi Mountains to the east and Piatra Craiului to the west.",Arge?,0,0,0
Poienari Castle,Transf?g?r??an 117040 Arefu,Sights & Museums,Coordinates: 45�21?13.49?N 24�38?6.80?E? / ?45.3537472�N 24.6352222�E,Arge?,45.354977,24.634423,0
The Poienari Castle,"Arge?, Romania",Attraction,Coordinates: 45�21?13.49?N 24�38?6.80?E,Arge?,45.354977,24.634423,0
Comana Monastery,Strada Radu ?erban 087055 Comana,Religious Place,"Comana Monastery (Romanian: M?n?stirea Comana) is a Romanian Orthodox monastery in Comana, Giurgiu County, Romania.",Arge?,44.174719,26.144498,0
The Cotmeana monastery.,"Arge?, Romania",Attraction,"The page Cotmeana monastery does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.",Arge?,44.174719,26.144498,0
The cities of Bac?u and One?ti.,"Bac?u, Romania",Attraction,"One?ti (Romanian pronunciation:�[o?ne?t?]; Hungarian: �nfalva) is a city in Bac?u County, Romania, with a population of 39,172 inhabitants. It is situated in the historical region of Western Moldavia.",Bac?u,0,0,0
Coresi Shopping Resort,Strada Zaharia Stancu 1 Bra?ov,Shopping Centre,COOKIES,Bac?u,45.67195,25.61633,0
Cheile Gradistei Fundata,Fundata,Hotel,"A fairytale landscape - This is the first thing our guests usually say when they arrive at the Fundata resort and admire the overwhelming view of the Piatra Craiului and Bucegi mountains. The resort is located 35 km away from Brasov and 5 km away from the Moieciu resort, and it includes 224 double rooms, apartments, studios and triple rooms. There is only one access road, through Cheile Gr?di?tei Moieciu, on a private road.",Bac?u,45.4515,25.2997,0
Cheile Gradistei,507131 Moieciu,Hotel,N/A,Bac?u,45.46372,25.30413,0
Grand Hotel Balvanyos (Balvanyos Resort),DJ113 527160 Turia,Hotel,"Balvanyos Resort is an oasis of tranquility with clear air, surrounded by the mountains and forests of Lake Saint Ana. The lake is located on DN 11C between the Tusnad Baths and Targu Secuiesc. The Resort offers the ideal conditions for an unforgettable vacation. The refined decour, the quality of its facilities and the hospitality of its personnel will make sure you enjoy every moment of your time here.",Bac?u,46.11676,25.9423,0
Mistral Resort Moieciu,Strada Valea B?ng?leasa 507134 Moieciu,Accommodation,"Situated in a Romanian village, Mistral Resort has modern accommodation with en suite bathrooms. Free parking is available. Set in a minimalist d�cor, each room has cable TV and bathroom amenities.",Bac?u,45.42302,25.36299,0
The resorts:,"Bac?u, Romania",Attraction,"A resort (North American English) is a self-contained commercial establishment that tries to provide most of a vacationer's wants, such as food, drink, lodging, sports, entertainment, and shopping, on the premises. The term resort may be used for a hotel property that provides an array of amenities, typically including entertainment and recreational activities. A hotel is frequently a central feature of a resort, such as the Grand Hotel at Mackinac Island, Michigan. Some resorts are also condominium complexes that are timeshares or owed fractionally or wholly owned condominium. A resort is not always a commercial establishment operated by a single company, but in the late 20th century, that sort of facility became more common.",Bac?u,45.62539,25.50509,0
